,index1,Category
20355,34885,0
20356,34886,0
20357,34887,0
20358,34888,0
20359,34889,0
20360,34890,0
20361,34891,0
20362,34892,0
20363,34893,0
20364,34894,0
20365,34895,0
20366,34896,0
20367,34897,0
20368,34898,0
20369,34899,0
20370,34900,0
20371,34901,0
20372,34902,0
20373,34903,0
20374,34904,0
20375,34905,0
20376,34906,0
20377,34907,0
20378,34908,0
20379,34909,0
20380,34910,0
20381,34911,0
20382,34912,0
20383,34913,0
20384,34914,0
20385,34915,0
20386,34916,0
20387,34917,0
20388,34918,0
20389,34919,0
20390,34920,0
20391,34921,0
20392,34922,0
20393,34923,0
20394,34924,0
20395,34925,0
20396,34926,0
20397,34927,0
20398,34928,0
20399,34929,0
20400,34930,0
20401,34931,0
20402,34932,0
20403,34933,0
20404,34934,0
20405,34935,0
20406,34936,0
20407,34937,0
20408,34938,0
20409,34939,0
20410,34940,0
20411,34941,0
20412,34942,0
20413,34943,0
20414,34944,0
20415,34945,0
20416,34946,0
20417,34947,0
20418,34948,0
20419,34949,0
20420,34950,0
20421,34951,0
20422,34952,0
20423,34953,0
20424,34954,0
20425,34955,0
20426,34956,0
20427,34957,0
20428,34958,0
20429,34959,0
20430,34960,0
20431,34961,0
20432,34962,0
20433,34963,0
20434,34964,0
20435,34965,0
20436,34966,0
20437,34967,0
20438,34968,0
20439,34969,0
20440,34970,0
20441,34971,0
20442,34972,0
20443,34973,0
20444,34974,0
20445,34975,0
20446,34976,0
20447,34977,0
20448,34978,0
20449,34979,0
20450,34980,0
20451,34981,0
20452,34982,0
20453,34983,0
20454,34984,0
20455,34985,0
20456,34986,0
20457,34987,0
20458,34988,0
20459,34989,0
20460,34990,0
20461,34991,0
20462,34992,0
20463,34993,0
20464,34994,0
20465,34995,0
20466,34996,0
20467,34997,0
20468,34998,0
20469,34999,0
20470,35000,0
20471,35001,0
20472,35002,0
20473,35003,0
20474,35004,0
20475,35005,0
20476,35006,0
20477,35007,0
20478,35008,0
20479,35009,0
20480,35010,0
20481,35011,0
20482,35012,0
20483,35013,0
20484,35014,0
20485,35015,0
20486,35016,0
20487,35017,0
20488,35018,0
20489,35019,0
20490,35020,0
20491,35021,0
20492,35022,0
20493,35023,0
20494,35024,0
20495,35025,0
20496,35026,0
20497,35027,0
20498,35028,0
20499,35029,0
20500,35030,0
20501,35031,0
20502,35032,0
20503,35033,0
20504,35034,0
20505,35035,0
20506,35036,0
20507,35037,0
20508,35038,0
20509,35039,0
20510,35040,0
20511,35041,0
20512,35042,0
20513,35043,0
20514,35044,0
20515,35045,0
20516,35046,0
20517,35047,0
20518,35048,0
20519,35049,0
20520,35050,0
20521,35051,0
20522,35052,0
20523,35053,0
20524,35054,0
20525,35055,0
20526,35056,0
20527,35057,0
20528,35058,0
20529,35059,0
20530,35060,0
20531,35061,0
20532,35062,0
20533,35063,0
20534,35064,0
20535,35065,0
20536,35066,0
20537,35067,0
20538,35068,0
20539,35069,0
20540,35070,0
20541,35071,0
20542,35072,0
20543,35073,0
20544,35074,0
20545,35075,0
20546,35076,0
20547,35077,0
20548,35078,0
20549,35079,0
20550,35080,0
20551,35081,0
20552,35082,0
20553,35083,0
20554,35084,0
20555,35085,0
20556,35086,0
20557,35087,0
20558,35088,0
20559,35089,0
20560,35090,0
20561,35091,0
20562,35092,0
20563,35093,0
20564,35094,0
20565,35095,0
20566,35096,0
20567,35097,0
20568,35098,0
20569,35099,0
20570,35100,0
20571,35101,0
20572,35102,0
20573,35103,0
20574,35104,0
20575,35105,0
20576,35106,0
20577,35107,0
20578,35108,0
20579,35109,0
20580,35110,0
20581,35111,0
20582,35112,0
20583,35113,0
20584,35114,0
20585,35115,0
20586,35116,0
20587,35117,0
20588,35118,0
20589,35119,0
20590,35120,0
20591,35121,0
20592,35122,0
20593,35123,0
20594,35124,0
20595,35125,0
20596,35126,0
20597,35127,0
20598,35128,0
20599,35129,0
20600,35130,0
20601,35131,0
20602,35132,0
20603,35133,0
20604,35134,0
20605,35135,0
20606,35136,0
20607,35137,0
20608,35138,0
20609,35139,0
20610,35140,0
20611,35141,0
20612,35142,0
20613,35143,0
20614,35144,0
20615,35145,0
20616,35146,0
20617,35147,0
20618,35148,0
20619,35149,0
20620,35150,0
20621,35151,0
20622,35152,0
20623,35153,0
20624,35154,0
20625,35155,0
20626,35156,0
20627,35157,0
20628,35158,0
20629,35159,0
20630,35160,0
20631,35161,0
20632,35162,0
20633,35163,0
20634,35164,0
20635,35165,0
20636,35166,0
20637,35167,0
20638,35168,0
20639,35169,0
20640,35170,0
20641,35171,0
20642,35172,0
20643,35173,0
20644,35174,0
20645,35175,0
20646,35176,0
20647,35177,0
20648,35178,0
20649,35179,0
20650,35180,0
20651,35181,0
20652,35182,0
20653,35183,0
20654,35184,0
20655,35185,0
20656,35186,0
20657,35187,0
20658,35188,0
20659,35189,0
20660,35190,0
20661,35191,0
20662,35192,0
20663,35193,0
20664,35194,0
20665,35195,0
20666,35196,0
20667,35197,0
20668,35198,0
20669,35199,0
20670,35200,0
20671,35201,0
20672,35202,0
20673,35203,0
20674,35204,0
20675,35205,0
20676,35206,0
20677,35207,0
20678,35208,0
20679,35209,0
20680,35210,0
20681,35211,0
20682,35212,0
20683,35213,0
20684,35214,0
20685,35215,0
20686,35216,0
20687,35217,0
20688,35218,0
20689,35219,0
20690,35220,0
20691,35221,0
20692,35222,0
20693,35223,0
20694,35224,0
20695,35225,0
20696,35226,0
20697,35227,0
20698,35228,0
20699,35229,0
20700,35230,0
20701,35231,0
20702,35232,0
20703,35233,0
20704,35234,0
20705,35235,0
20706,35236,0
20707,35237,0
20708,35238,0
20709,35239,0
20710,35240,0
20711,35241,0
20712,35242,0
20713,35243,0
20714,35244,0
20715,35245,0
20716,35246,0
20717,35247,0
20718,35248,0
20719,35249,0
20720,35250,0
20721,35251,0
20722,35252,0
20723,35253,0
20724,35254,0
20725,35255,0
20726,35256,0
20727,35257,0
20728,35258,0
20729,35259,0
20730,35260,0
20731,35261,0
20732,35262,0
20733,35263,0
20734,35264,0
20735,35265,0
20736,35266,0
20737,35267,0
20738,35268,0
20739,35269,0
20740,35270,0
20741,35271,0
20742,35272,0
20743,35273,0
20744,35274,0
20745,35275,0
20746,35276,0
20747,35277,0
20748,35278,0
20749,35279,0
20750,35280,0
20751,35281,0
20752,35282,0
20753,35283,0
20754,35284,0
20755,35285,0
20756,35286,0
20757,35287,0
20758,35288,0
20759,35289,0
20760,35290,0
20761,35291,0
20762,35292,0
20763,35293,0
20764,35294,0
20765,35295,0
20766,35296,0
20767,35297,0
20768,35298,0
20769,35299,0
20770,35300,0
20771,35301,0
20772,35302,0
20773,35303,0
20774,35304,0
20775,35305,0
20776,35306,0
20777,35307,0
20778,35308,0
20779,35309,0
20780,35310,0
20781,35311,0
20782,35312,0
20783,35313,0
20784,35314,0
20785,35315,0
20786,35316,0
20787,35317,0
20788,35318,0
20789,35319,0
20790,35320,0
20791,35321,0
20792,35322,0
20793,35323,0
20794,35324,0
20795,35325,0
20796,35326,0
20797,35327,0
20798,35328,0
20799,35329,0
20800,35330,0
20801,35331,0
20802,35332,0
20803,35333,0
20804,35334,0
20805,35335,0
20806,35336,0
20807,35337,0
20808,35338,0
20809,35339,0
20810,35340,0
20811,35341,0
20812,35342,0
20813,35343,0
20814,35344,0
20815,35345,0
20816,35346,0
20817,35347,0
20818,35348,0
20819,35349,0
20820,35350,0
20821,35351,0
20822,35352,0
20823,35353,0
20824,35354,0
20825,35355,0
20826,35356,0
20827,35357,0
20828,35358,0
20829,35359,0
20830,35360,0
20831,35361,0
20832,35362,0
20833,35363,0
20834,35364,0
20835,35365,0
20836,35366,0
20837,35367,0
20838,35368,0
20839,35369,0
20840,35370,0
20841,35371,0
20842,35372,0
20843,35373,0
20844,35374,0
20845,35375,0
20846,35376,0
20847,35377,0
20848,35378,0
20849,35379,0
20850,35380,0
20851,35381,0
20852,35382,0
20853,35383,0
20854,35384,0
20855,35385,0
20856,35386,0
20857,35387,0
20858,35388,0
20859,35389,0
20860,35390,0
20861,35391,0
20862,35392,0
20863,35393,0
20864,35394,0
20865,35395,0
20866,35396,0
20867,35397,0
20868,35398,0
20869,35399,0
20870,35400,0
20871,35401,0
20872,35402,0
20873,35403,0
20874,35404,0
20875,35405,0
20876,35406,0
20877,35407,0
20878,35408,0
20879,35409,0
20880,35410,0
20881,35411,0
20882,35412,0
20883,35413,0
20884,35414,0
20885,35415,0
20886,35416,0
20887,35417,0
20888,35418,0
20889,35419,0
20890,35420,0
20891,35421,0
20892,35422,0
20893,35423,0
20894,35424,0
20895,35425,0
20896,35426,0
20897,35427,0
20898,35428,0
20899,35429,0
20900,35430,0
20901,35431,0
20902,35432,0
20903,35433,0
20904,35434,0
20905,35435,0
20906,35436,0
20907,35437,0
20908,35438,0
20909,35439,0
20910,35440,0
20911,35441,0
20912,35442,0
20913,35443,0
20914,35444,0
20915,35445,0
20916,35446,0
20917,35447,0
20918,35448,0
20919,35449,0
20920,35450,0
20921,35451,0
20922,35452,0
20923,35453,0
20924,35454,0
20925,35455,0
20926,35456,0
20927,35457,0
20928,35458,0
20929,35459,0
20930,35460,0
20931,35461,0
20932,35462,0
20933,35463,0
20934,35464,0
20935,35465,0
20936,35466,0
20937,35467,0
20938,35468,0
20939,35469,0
20940,35470,0
20941,35471,0
20942,35472,0
20943,35473,0
20944,35474,0
20945,35475,0
20946,35476,0
20947,35477,0
20948,35478,0
20949,35479,0
20950,35480,0
20951,35481,0
20952,35482,0
20953,35483,0
20954,35484,0
20955,35485,0
20956,35486,0
20957,35487,0
20958,35488,0
20959,35489,0
20960,35490,0
20961,35491,0
20962,35492,0
20963,35493,0
20964,35494,0
20965,35495,0
20966,35496,0
20967,35497,0
20968,35498,0
20969,35499,0
20970,35500,0
20971,35501,0
20972,35502,0
20973,35503,0
20974,35504,0
20975,35505,0
20976,35506,0
20977,35507,0
20978,35508,0
20979,35509,0
20980,35510,0
20981,35511,0
20982,35512,0
20983,35513,0
20984,35514,0
20985,35515,0
20986,35516,0
20987,35517,0
20988,35518,0
20989,35519,0
20990,35520,0
20991,35521,0
20992,35522,0
20993,35523,0
20994,35524,0
20995,35525,0
20996,35526,0
20997,35527,0
20998,35528,0
20999,35529,0
21000,35530,0
21001,35531,0
21002,35532,0
21003,35533,0
21004,35534,0
21005,35535,0
21006,35536,0
21007,35537,0
21008,35538,0
21009,35539,0
21010,35540,0
21011,35541,0
21012,35542,0
21013,35543,0
21014,35544,0
21015,35545,0
21016,35546,0
21017,35547,0
21018,35548,0
21019,35549,0
21020,35550,0
21021,35551,0
21022,35552,0
21023,35553,0
21024,35554,0
21025,35555,0
21026,35556,0
21027,35557,0
21028,35558,0
21029,35559,0
21030,35560,0
21031,35561,0
21032,35562,0
21033,35563,0
21034,35564,0
21035,35565,0
21036,35566,0
21037,35567,0
21038,35568,0
21039,35569,0
21040,35570,0
21041,35571,0
21042,35572,0
21043,35573,0
21044,35574,0
21045,35575,0
21046,35576,0
21047,35577,0
21048,35578,0
21049,35579,0
21050,35580,0
21051,35581,0
21052,35582,0
21053,35583,0
21054,35584,0
21055,35585,0
21056,35586,0
21057,35587,0
21058,35588,0
21059,35589,0
21060,35590,0
21061,35591,0
21062,35592,0
21063,35593,0
21064,35594,0
21065,35595,0
21066,35596,0
21067,35597,0
21068,35598,0
21069,35599,0
21070,35600,0
21071,35601,0
21072,35602,0
21073,35603,0
21074,35604,0
21075,35605,0
21076,35606,0
21077,35607,0
21078,35608,0
21079,35609,0
21080,35610,0
21081,35611,0
21082,35612,0
21083,35613,0
21084,35614,0
21085,35615,0
21086,35616,0
45509,35617,376
21087,35618,0
21088,35619,0
21089,35620,0
21090,35621,0
21091,35622,0
42148,35623,317
21092,35624,0
33742,35625,96
21093,35626,0
21094,35627,0
61199,35628,309
21095,35629,0
21096,35630,0
21097,35631,0
21098,35632,0
43458,35633,6
21099,35634,0
61200,35635,309
21100,35636,0
21101,35637,0
21102,35638,0
21103,35639,0
21104,35640,0
21105,35641,0
21106,35642,0
21107,35643,0
21108,35644,0
21109,35645,0
21110,35646,0
21111,35647,0
21112,35648,0
21113,35649,0
21114,35650,0
21115,35651,0
21116,35652,0
21117,35653,0
21118,35654,0
21119,35655,0
21120,35656,0
21121,35657,0
21122,35658,0
21123,35659,0
21124,35660,0
21125,35661,0
21126,35662,0
21127,35663,0
21128,35664,0
21129,35665,0
21130,35666,0
21131,35667,0
21132,35668,0
21133,35669,0
21134,35670,0
21135,35671,0
21136,35672,0
21137,35673,0
21138,35674,0
21139,35675,0
21140,35676,0
21141,35677,0
21142,35678,0
21143,35679,0
21144,35680,0
21145,35681,0
21146,35682,0
21147,35683,0
21148,35684,0
21149,35685,0
21150,35686,0
21151,35687,0
21152,35688,0
21153,35689,0
21154,35690,0
21155,35691,0
21156,35692,0
21157,35693,0
21158,35694,0
21159,35695,0
21160,35696,0
21161,35697,0
21162,35698,0
21163,35699,0
21164,35700,0
21165,35701,0
21166,35702,0
21167,35703,0
21168,35704,0
21169,35705,0
48025,35706,372
45510,35707,376
21170,35708,0
21171,35709,0
21172,35710,0
21173,35711,0
21174,35712,0
21175,35713,0
21176,35714,0
21177,35715,0
21178,35716,0
21179,35717,0
21180,35718,0
21181,35719,0
45511,35720,376
21182,35721,0
21183,35722,0
21184,35723,0
21185,35724,0
21186,35725,0
21187,35726,0
21188,35727,0
21189,35728,0
21190,35729,0
21191,35730,0
21192,35731,0
21193,35732,0
21194,35733,0
21195,35734,0
21196,35735,0
21197,35736,0
21198,35737,0
61201,35738,309
21199,35739,0
21200,35740,0
21201,35741,0
21202,35742,0
21203,35743,0
21204,35744,0
21205,35745,0
42149,35746,317
48026,35747,372
24225,35748,374
21206,35749,0
21207,35750,0
21208,35751,0
21209,35752,0
21210,35753,0
21211,35754,0
21212,35755,0
21213,35756,0
21214,35757,0
21215,35758,0
21216,35759,0
21217,35760,0
21218,35761,0
21219,35762,0
21220,35763,0
21221,35764,0
21222,35765,0
21223,35766,0
21224,35767,0
21225,35768,0
21226,35769,0
21227,35770,0
21228,35771,0
21229,35772,0
21230,35773,0
21231,35774,0
61202,35775,309
21232,35776,0
21233,35777,0
21234,35778,0
21235,35779,0
21236,35780,0
21237,35781,0
21238,35782,0
21239,35783,0
21240,35784,0
21241,35785,0
21242,35786,0
21243,35787,0
21244,35788,0
21245,35789,0
21246,35790,0
21247,35791,0
21248,35792,0
21249,35793,0
21250,35794,0
21251,35795,0
21252,35796,0
21253,35797,0
45512,35798,376
21254,35799,0
21255,35800,0
21256,35801,0
21257,35802,0
21258,35803,0
21259,35804,0
21260,35805,0
21261,35806,0
21262,35807,0
21263,35808,0
21264,35809,0
21265,35810,0
21266,35811,0
21267,35812,0
21268,35813,0
21269,35814,0
21270,35815,0
21271,35816,0
21272,35817,0
21273,35818,0
21274,35819,0
21275,35820,0
21276,35821,0
21277,35822,0
21278,35823,0
21279,35824,0
21280,35825,0
21281,35826,0
21282,35827,0
21283,35828,0
21284,35829,0
21285,35830,0
21286,35831,0
21287,35832,0
21288,35833,0
21289,35834,0
21290,35835,0
21291,35836,0
21292,35837,0
21293,35838,0
21294,35839,0
21295,35840,0
21296,35841,0
21297,35842,0
21298,35843,0
21299,35844,0
21300,35845,0
21301,35846,0
21302,35847,0
21303,35848,0
21304,35849,0
21305,35850,0
21306,35851,0
21307,35852,0
21308,35853,0
21309,35854,0
21310,35855,0
21311,35856,0
21312,35857,0
21313,35858,0
21314,35859,0
21315,35860,0
21316,35861,0
21317,35862,0
21318,35863,0
21319,35864,0
21320,35865,0
21321,35866,0
21322,35867,0
21323,35868,0
21324,35869,0
21325,35870,0
21326,35871,0
21327,35872,0
21328,35873,0
21329,35874,0
21330,35875,0
21331,35876,0
21332,35877,0
21333,35878,0
21334,35879,0
21335,35880,0
21336,35881,0
21337,35882,0
21338,35883,0
21339,35884,0
21340,35885,0
21341,35886,0
21342,35887,0
21343,35888,0
21344,35889,0
21345,35890,0
21346,35891,0
21347,35892,0
21348,35893,0
62540,35894,291
21349,35895,0
21350,35896,0
21351,35897,0
21352,35898,0
21353,35899,0
21354,35900,0
21355,35901,0
21356,35902,0
21357,35903,0
21358,35904,0
21359,35905,0
21360,35906,0
21361,35907,0
21362,35908,0
21363,35909,0
21364,35910,0
21365,35911,0
21366,35912,0
21367,35913,0
21368,35914,0
21369,35915,0
21370,35916,0
21371,35917,0
21372,35918,0
21373,35919,0
21374,35920,0
21375,35921,0
21376,35922,0
21377,35923,0
21378,35924,0
21379,35925,0
21380,35926,0
45513,35927,376
21381,35928,0
21382,35929,0
61203,35930,309
21383,35931,0
21384,35932,0
61204,35933,309
21385,35934,0
21386,35935,0
21387,35936,0
21388,35937,0
21389,35938,0
43459,35939,6
21390,35940,0
21391,35941,0
21392,35942,0
21393,35943,0
21394,35944,0
21395,35945,0
61205,35946,309
21396,35947,0
21397,35948,0
58149,35949,71
58150,35950,71
21398,35951,0
21399,35952,0
21400,35953,0
21401,35954,0
21402,35955,0
21403,35956,0
21404,35957,0
21405,35958,0
21406,35959,0
21407,35960,0
21408,35961,0
21409,35962,0
21410,35963,0
21411,35964,0
21412,35965,0
21413,35966,0
21414,35967,0
21415,35968,0
21416,35969,0
21417,35970,0
21418,35971,0
21419,35972,0
21420,35973,0
21421,35974,0
21422,35975,0
21423,35976,0
21424,35977,0
21425,35978,0
21426,35979,0
21427,35980,0
21428,35981,0
21429,35982,0
21430,35983,0
21431,35984,0
21432,35985,0
21433,35986,0
21434,35987,0
21435,35988,0
21436,35989,0
21437,35990,0
21438,35991,0
21439,35992,0
21440,35993,0
21441,35994,0
21442,35995,0
21443,35996,0
21444,35997,0
21445,35998,0
21446,35999,0
21447,36000,0
21448,36001,0
21449,36002,0
21450,36003,0
21451,36004,0
21452,36005,0
21453,36006,0
21454,36007,0
21455,36008,0
21456,36009,0
21457,36010,0
21458,36011,0
21459,36012,0
21460,36013,0
21461,36014,0
21462,36015,0
21463,36016,0
21464,36017,0
21465,36018,0
21466,36019,0
21467,36020,0
21468,36021,0
21469,36022,0
58151,36023,71
58152,36024,71
48027,36025,372
58153,36026,71
48028,36027,372
21470,36028,0
21471,36029,0
21472,36030,0
21473,36031,0
21474,36032,0
21475,36033,0
21476,36034,0
21477,36035,0
24226,36036,374
21478,36037,0
21479,36038,0
21480,36039,0
21481,36040,0
21482,36041,0
21483,36042,0
21484,36043,0
21485,36044,0
48029,36045,372
21486,36046,0
21487,36047,0
58154,36048,71
24227,36049,374
21488,36050,0
48030,36051,372
21489,36052,0
21490,36053,0
21491,36054,0
21492,36055,0
21493,36056,0
24228,36057,374
21494,36058,0
21495,36059,0
21496,36060,0
24229,36061,374
24230,36062,374
33743,36063,96
62050,36064,378
45514,36065,376
21497,36066,0
21498,36067,0
21499,36068,0
21500,36069,0
21501,36070,0
34034,36071,24
35809,36072,139
21502,36073,0
21503,36074,0
21504,36075,0
21505,36076,0
21506,36077,0
21507,36078,0
21508,36079,0
21509,36080,0
21510,36081,0
21511,36082,0
21512,36083,0
24231,36084,374
21513,36085,0
21514,36086,0
48031,36087,372
21515,36088,0
21516,36089,0
21517,36090,0
21518,36091,0
21519,36092,0
21520,36093,0
21521,36094,0
21522,36095,0
21523,36096,0
21524,36097,0
21525,36098,0
21526,36099,0
21527,36100,0
21528,36101,0
21529,36102,0
21530,36103,0
21531,36104,0
21532,36105,0
21533,36106,0
21534,36107,0
21535,36108,0
21536,36109,0
21537,36110,0
21538,36111,0
21539,36112,0
21540,36113,0
21541,36114,0
21542,36115,0
21543,36116,0
21544,36117,0
21545,36118,0
21546,36119,0
21547,36120,0
21548,36121,0
21549,36122,0
21550,36123,0
21551,36124,0
21552,36125,0
21553,36126,0
21554,36127,0
21555,36128,0
21556,36129,0
21557,36130,0
21558,36131,0
21559,36132,0
21560,36133,0
21561,36134,0
21562,36135,0
21563,36136,0
21564,36137,0
21565,36138,0
21566,36139,0
21567,36140,0
21568,36141,0
21569,36142,0
21570,36143,0
21571,36144,0
21572,36145,0
21573,36146,0
21574,36147,0
21575,36148,0
21576,36149,0
21577,36150,0
21578,36151,0
21579,36152,0
21580,36153,0
21581,36154,0
21582,36155,0
21583,36156,0
21584,36157,0
21585,36158,0
21586,36159,0
21587,36160,0
21588,36161,0
21589,36162,0
21590,36163,0
21591,36164,0
21592,36165,0
21593,36166,0
21594,36167,0
21595,36168,0
21596,36169,0
21597,36170,0
21598,36171,0
21599,36172,0
21600,36173,0
21601,36174,0
21602,36175,0
21603,36176,0
21604,36177,0
21605,36178,0
21606,36179,0
21607,36180,0
21608,36181,0
21609,36182,0
21610,36183,0
21611,36184,0
21612,36185,0
21613,36186,0
21614,36187,0
21615,36188,0
21616,36189,0
21617,36190,0
21618,36191,0
21619,36192,0
21620,36193,0
21621,36194,0
21622,36195,0
21623,36196,0
21624,36197,0
21625,36198,0
21626,36199,0
35810,36200,139
35811,36201,139
21627,36202,0
62549,36203,147
61206,36204,309
62550,36205,147
21628,36206,0
21629,36207,0
21630,36208,0
62551,36209,147
21631,36210,0
21632,36211,0
21633,36212,0
21634,36213,0
21635,36214,0
21636,36215,0
21637,36216,0
21638,36217,0
21639,36218,0
21640,36219,0
21641,36220,0
21642,36221,0
21643,36222,0
21644,36223,0
21645,36224,0
21646,36225,0
21647,36226,0
21648,36227,0
54834,36228,137
21649,36229,0
21650,36230,0
21651,36231,0
21652,36232,0
21653,36233,0
21654,36234,0
21655,36235,0
21656,36236,0
21657,36237,0
21658,36238,0
21659,36239,0
21660,36240,0
21661,36241,0
21662,36242,0
21663,36243,0
21664,36244,0
21665,36245,0
21666,36246,0
21667,36247,0
21668,36248,0
21669,36249,0
21670,36250,0
21671,36251,0
21672,36252,0
21673,36253,0
33744,36254,96
21674,36255,0
21675,36256,0
54835,36257,137
21676,36258,0
21677,36259,0
21678,36260,0
21679,36261,0
21680,36262,0
21681,36263,0
21682,36264,0
21683,36265,0
21684,36266,0
21685,36267,0
21686,36268,0
21687,36269,0
21688,36270,0
21689,36271,0
21690,36272,0
21691,36273,0
21692,36274,0
21693,36275,0
21694,36276,0
21695,36277,0
21696,36278,0
21697,36279,0
21698,36280,0
21699,36281,0
21700,36282,0
21701,36283,0
21702,36284,0
21703,36285,0
21704,36286,0
21705,36287,0
21706,36288,0
21707,36289,0
21708,36290,0
21709,36291,0
21710,36292,0
21711,36293,0
21712,36294,0
21713,36295,0
21714,36296,0
21715,36297,0
21716,36298,0
21717,36299,0
21718,36300,0
21719,36301,0
21720,36302,0
21721,36303,0
21722,36304,0
21723,36305,0
21724,36306,0
21725,36307,0
21726,36308,0
21727,36309,0
21728,36310,0
21729,36311,0
21730,36312,0
21731,36313,0
21732,36314,0
21733,36315,0
21734,36316,0
21735,36317,0
21736,36318,0
21737,36319,0
21738,36320,0
21739,36321,0
21740,36322,0
21741,36323,0
21742,36324,0
21743,36325,0
21744,36326,0
21745,36327,0
21746,36328,0
21747,36329,0
21748,36330,0
21749,36331,0
21750,36332,0
21751,36333,0
21752,36334,0
21753,36335,0
21754,36336,0
21755,36337,0
21756,36338,0
21757,36339,0
21758,36340,0
21759,36341,0
21760,36342,0
21761,36343,0
21762,36344,0
21763,36345,0
21764,36346,0
21765,36347,0
21766,36348,0
21767,36349,0
21768,36350,0
21769,36351,0
21770,36352,0
21771,36353,0
21772,36354,0
21773,36355,0
33745,36356,96
21774,36357,0
21775,36358,0
43460,36359,6
42150,36360,317
42151,36361,317
33746,36362,96
54836,36363,137
48032,36364,372
21776,36365,0
21777,36366,0
21778,36367,0
21779,36368,0
21780,36369,0
21781,36370,0
21782,36371,0
21783,36372,0
21784,36373,0
21785,36374,0
21786,36375,0
21787,36376,0
21788,36377,0
21789,36378,0
21790,36379,0
21791,36380,0
21792,36381,0
21793,36382,0
21794,36383,0
21795,36384,0
21796,36385,0
21797,36386,0
21798,36387,0
21799,36388,0
21800,36389,0
21801,36390,0
21802,36391,0
21803,36392,0
21804,36393,0
21805,36394,0
21806,36395,0
21807,36396,0
21808,36397,0
21809,36398,0
21810,36399,0
21811,36400,0
21812,36401,0
21813,36402,0
21814,36403,0
21815,36404,0
21816,36405,0
21817,36406,0
21818,36407,0
21819,36408,0
21820,36409,0
21821,36410,0
21822,36411,0
21823,36412,0
21824,36413,0
21825,36414,0
21826,36415,0
21827,36416,0
21828,36417,0
21829,36418,0
21830,36419,0
21831,36420,0
21832,36421,0
21833,36422,0
21834,36423,0
21835,36424,0
21836,36425,0
21837,36426,0
21838,36427,0
21839,36428,0
21840,36429,0
21841,36430,0
21842,36431,0
21843,36432,0
21844,36433,0
21845,36434,0
21846,36435,0
21847,36436,0
21848,36437,0
21849,36438,0
21850,36439,0
21851,36440,0
21852,36441,0
21853,36442,0
21854,36443,0
21855,36444,0
21856,36445,0
21857,36446,0
21858,36447,0
21859,36448,0
21860,36449,0
21861,36450,0
21862,36451,0
21863,36452,0
21864,36453,0
21865,36454,0
21866,36455,0
21867,36456,0
21868,36457,0
21869,36458,0
21870,36459,0
21871,36460,0
21872,36461,0
21873,36462,0
21874,36463,0
21875,36464,0
21876,36465,0
21877,36466,0
21878,36467,0
21879,36468,0
21880,36469,0
21881,36470,0
21882,36471,0
21883,36472,0
21884,36473,0
21885,36474,0
21886,36475,0
21887,36476,0
21888,36477,0
21889,36478,0
21890,36479,0
21891,36480,0
21892,36481,0
42152,36482,317
21893,36483,0
21894,36484,0
21895,36485,0
21896,36486,0
21897,36487,0
21898,36488,0
21899,36489,0
21900,36490,0
21901,36491,0
21902,36492,0
21903,36493,0
42153,36494,317
42154,36495,317
21904,36496,0
21905,36497,0
21906,36498,0
21907,36499,0
42155,36500,317
21908,36501,0
21909,36502,0
42156,36503,317
21910,36504,0
21911,36505,0
24232,36506,374
21912,36507,0
21913,36508,0
21914,36509,0
21915,36510,0
21916,36511,0
21917,36512,0
21918,36513,0
21919,36514,0
21920,36515,0
21921,36516,0
21922,36517,0
21923,36518,0
21924,36519,0
21925,36520,0
21926,36521,0
21927,36522,0
21928,36523,0
21929,36524,0
21930,36525,0
21931,36526,0
21932,36527,0
21933,36528,0
21934,36529,0
21935,36530,0
21936,36531,0
21937,36532,0
21938,36533,0
21939,36534,0
21940,36535,0
21941,36536,0
21942,36537,0
21943,36538,0
21944,36539,0
21945,36540,0
21946,36541,0
21947,36542,0
21948,36543,0
21949,36544,0
21950,36545,0
21951,36546,0
21952,36547,0
21953,36548,0
21954,36549,0
21955,36550,0
21956,36551,0
21957,36552,0
21958,36553,0
21959,36554,0
21960,36555,0
21961,36556,0
21962,36557,0
21963,36558,0
21964,36559,0
21965,36560,0
21966,36561,0
21967,36562,0
21968,36563,0
21969,36564,0
21970,36565,0
21971,36566,0
21972,36567,0
21973,36568,0
21974,36569,0
21975,36570,0
21976,36571,0
21977,36572,0
21978,36573,0
21979,36574,0
21980,36575,0
21981,36576,0
21982,36577,0
21983,36578,0
21984,36579,0
21985,36580,0
21986,36581,0
21987,36582,0
21988,36583,0
21989,36584,0
21990,36585,0
21991,36586,0
21992,36587,0
21993,36588,0
21994,36589,0
21995,36590,0
21996,36591,0
21997,36592,0
21998,36593,0
21999,36594,0
22000,36595,0
22001,36596,0
22002,36597,0
22003,36598,0
22004,36599,0
22005,36600,0
22006,36601,0
22007,36602,0
22008,36603,0
22009,36604,0
22010,36605,0
22011,36606,0
22012,36607,0
42157,36608,317
54837,36609,137
22013,36610,0
22014,36611,0
22015,36612,0
22016,36613,0
22017,36614,0
22018,36615,0
22019,36616,0
22020,36617,0
22021,36618,0
22022,36619,0
22023,36620,0
22024,36621,0
22025,36622,0
22026,36623,0
22027,36624,0
22028,36625,0
22029,36626,0
22030,36627,0
22031,36628,0
22032,36629,0
22033,36630,0
22034,36631,0
22035,36632,0
22036,36633,0
